"Place","Place.Type","Year","Geoid","Max.Month","Measure.Desc.Short","Measure.Type","measure_axis_label","no_definition","Notes","Quantile","rate_label","Strategy","wip_definition","yes_definition","n_missing","Number.of.Records","Rate.Denom","rate_mult","Value.Rate","Illicit opioid overdose deaths","Acute Hepatitis C infections","Deaths (AI/AN)","Deaths (Asian)","Deaths (Black)","Deaths (Hispanic)","Deaths (White nH)","Incarcerated individuals","Drug overdose deaths","Unemployed individuals","Community naloxone reversals","Law Enforcement naloxone reversals","People served by treatment programs","Calls for housing-related services","Children in foster care due to parental substance use","Drug overdose ED visits","Patients receiving buprenorphine","Patients receiving opioid pills","Newborns affected by SU with POSC referral","Community Response Program","Fair Chance Hiring","Housing First","Involvement of People with Lived Experience","Low/No-Cost Sterile Syringe Access","MAT in Jails","MAT Providers","Naloxone Access","Partnerships with CBOs Serving HMPs","Peer Support Specialists","Point Person","Pre-Arrest Diversion","Prescription Dropboxes","START Program","Test Strip Distribution","Uses DHHS Resources"
"Chowan","Counties",2000,37041,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,14118,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","Counties",2000,37043,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,8817,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cleveland","Counties",2000,37045,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,96461,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Columbus","Counties",2000,37047,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,54713,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Craven","Counties",2000,37049,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,91654,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cumberland","Counties",2000,37051,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,303033,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Currituck","Counties",2000,37053,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,18286,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dare","Counties",2000,37055,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,30176,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davidson","Counties",2000,37057,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,147664,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davie","Counties",2000,37059,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,35061,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duplin","Counties",2000,37061,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,49189,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Durham","Counties",2000,37063,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,224635,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edgecombe","Counties",2000,37065,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,55338,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Forsyth","Counties",2000,37067,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,307007,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Franklin","Counties",2000,37069,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,47610,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gates","Counties",2000,37073,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,10496,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Graham","Counties",2000,37075,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,7992,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granville","Counties",2000,37077,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,48844,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greene","Counties",2000,37079,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,19026,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guilford","Counties",2000,37081,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,422519,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Halifax","Counties",2000,37083,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,57238,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harnett","Counties",2000,37085,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,91414,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henderson","Counties",2000,37089,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,89696,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hertford","Counties",2000,37091,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,22948,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoke","Counties",2000,37093,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,33860,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyde","Counties",2000,37095,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,5828,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iredell","Counties",2000,37097,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,123617,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson","Counties",2000,37099,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,33274,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones","Counties",2000,37103,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,10380,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lenoir","Counties",2000,37107,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,59497,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lincoln","Counties",2000,37109,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,64107,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madison","Counties",2000,37115,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,19698,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martin","Counties",2000,37117,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,25494,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McDowell","Counties",2000,37111,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,42248,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mecklenburg","Counties",2000,37119,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Highest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,700786,100000,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell","Counties",2000,37121,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,15723,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montgomery","Counties",2000,37123,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,26925,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore","Counties",2000,37125,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,75195,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Hanover","Counties",2000,37129,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,160842,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northampton","Counties",2000,37131,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,22054,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onslow","Counties",2000,37133,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,149774,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orange","Counties",2000,37135,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,116049,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pamlico","Counties",2000,37137,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,12934,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pasquotank","Counties",2000,37139,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,34905,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pender","Counties",2000,37141,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,41229,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perquimans","Counties",2000,37143,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,11393,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Person","Counties",2000,37145,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,35746,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polk","Counties",2000,37149,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,18399,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Randolph","Counties",2000,37151,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,131018,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richmond","Counties",2000,37153,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,46545,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robeson","Counties",2000,37155,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,123356,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rockingham","Counties",2000,37157,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,91999,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rutherford","Counties",2000,37161,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,62962,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sampson","Counties",2000,37163,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,60302,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","Counties",2000,37165,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,36008,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stanly","Counties",2000,37167,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,58255,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stokes","Counties",2000,37169,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,44832,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Surry","Counties",2000,37171,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,71294,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swain","Counties",2000,37173,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,13031,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Transylvania","Counties",2000,37175,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,29342,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyrrell","Counties",2000,37177,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,4120,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Union","Counties",2000,37179,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,125577,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vance","Counties",2000,37181,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","High","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,43123,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wake","Counties",2000,37183,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Highest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,633517,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warren","Counties",2000,37185,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Highest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,19991,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Counties",2000,37187,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Highest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,13686,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watauga","Counties",2000,37189,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Highest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,42808,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
